ID,ano,numero_questao,enunciado,alternativas,resposta_correta,prova_cor
196,2019,176,"Para construir uma piscina, cuja área total da superfície interna é igual a 40 m2, uma construtora apresentou o seguinte orçamento:R$ 10.000,00 pela elaboração do projeto;R$ 40.000,00 pelos custos fixos;R$ 2.500,00 por metro quadrado para construção da área interna da piscina.Após a apresentação do orçamento, essa empresa decidiu reduzir o valor de elaboração do projeto em 50%, mas recalculou o valor do metro quadrado para a construção da área interna da piscina, concluindo haver a necessidade de aumentá-lo em 25%. Além disso, a construtora pretende dar um desconto nos custos fixos, de maneira que o novo valor do orçamento seja reduzido em 10% em relação ao total inicial.O percentual de desconto que a construtora deverá conceder nos custos fixos é de","a) 23,3%b) 25,0%c) 50,0%d) 87,5%e) 100,0%",D,verde
197,2020,160,"Um motociclista planeja realizar uma viagem cujo destino fica a $500 \text{ km}$ de sua casa. Sua moto consome $5$ litros de gasolina para cada $100 \text{ km}$ rodados, e o tanque da moto tem capacidade para $22$ litros. Pelo mapa, observou que no trajeto da viagem o último posto disponível para reabastecimento, chamado Estrela, fica a $80 \text{ km}$ do seu destino. Ele pretende partir com o tanque da moto cheio e planeja fazer somente duas paradas para reabastecimento, uma na ida e outra na volta, ambas no posto Estrela. No reabastecimento para a viagem de ida, deve considerar também combustível suficiente para se deslocar por $200 \text{ km}$ no seu destino.A quantidade mínima de combustível, em litro, que esse motociclista deve reabastecer no posto Estrela na viagem de ida, que seja suficiente para fazer o segundo reabastecimento, é",a) 13.b) 14.c) 17.d) 18.e) 21.,C,verde
198,2020,140,"A caixa-d’água de um edifício terá a forma de um paralelepípedo retângulo reto com volume igual a $28080 \text{ litros}$. Em uma maquete que representa o edifício, a caixa-d’água tem dimensões $2 \text{ cm} \times 3,51 \text{ cm} \times 4 \text{ cm}$.Dado: $1 \text{ dm}^3 = 1 \text{ L}$.A escala usada pelo arquiteto foi",a) 5 caixas do tipo A.b) 1 caixa do tipo A e 4 caixas do tipo B.c) 3 caixas do tipo A e 2 caixas do tipo B.d) 5 caixas do tipo A e 1 caixa do tipo B.e) 6 caixas do tipo B.,C,verde
199,2020,141,"Um hotel de 3 andares está sendo construído. Cada andar terá 100 quartos. Os quartos serão numerados de 100 a 399 e cada um terá seu número afixado à porta. Cada número será composto por peças individuais, cada uma simbolizando um único algarismo.Qual a quantidade mínima de peças, simbolizando o algarismo 2, necessárias para identificar o número de todos os quartos?",a) 160b) 157c) 130d) 120e) 60,A,verde
200,2020,138,"A caixa-d'água de um edifício terá a forma de um paralelepípedo retângulo reto com volume igual a 28080 litros. Em uma maquete que representa o edifício, a caixa-d'água tem dimensões $2 cm \times 3,51 cm \times 4 cm$.Dado: $1 dm^3 = 1 L$.A escala usada pelo arquiteto foi",a) 1:10b) 1:100c) 1:1000d) 1:10000e) 1:100000,B,verde
201,2020,140,"O proprietário de um apartamento decidiu instalar porcelanato no piso da sala. Essa sala tem formato retangular com $3,2 m$ de largura e $3,6 m$ de comprimento. As peças do porcelanato têm formato de um quadrado com lado medindo $80 cm$.Esse porcelanato é vendido em dois tipos de caixas, com os preços indicados a seguir.- Caixas do tipo A: 4 unidades de piso, R$ 35,00;- Caixas do tipo B: 3 unidades de piso, R$ 27,00.Na instalação do porcelanato, as peças podem ser recortadas e devem ser assentadas sem espaçamento entre elas, aproveitando-se ao máximo os recortes feitos.A compra que atende às necessidades do proprietário, proporciona a menor sobra de pisos e resulta no menor preço é",a) 5 caixas do tipo A.b) 1 caixa do tipo A e 4 caixas do tipo B.c) 3 caixas do tipo A e 2 caixas do tipo B.d) 5 caixas do tipo A e 1 caixa do tipo B.e) 6 caixas do tipo B.,C,verde
202,2020,141,"Um hotel de 3 andares está sendo construído. Cada andar terá 100 quartos. Os quartos serão numerados de 100 a 399 e cada um terá seu número afixado à porta. Cada número será composto por peças individuais, cada uma simbolizando um único algarismo.Qual a quantidade mínima de peças, simbolizando o algarismo 2, necessárias para identificar o número de todos os quartos?",a) 160b) 157c) 130d) 120e) 60,A,verde
203,2020,144,"Uma torneira está gotejando água em um balde com capacidade de 18 litros. No instante atual, o balde se encontra com ocupação de 50% de sua capacidade. A cada segundo caem 5 gotas de água da torneira, e uma gota é formada, em média, por $5 \times 10^{-2} mL$ de água.Quanto tempo, em hora, será necessário para encher completamente o balde, partindo do instante atual?",a) 2*10^1b) 1*10^1c) 2*10^-2d) 1*10^-2e) 1*10^-3,B,verde
204,2020,147,"Muitos modelos atuais de veículos possuem computador de bordo. Os computadores informam em uma tela diversas variações de grandezas associadas ao desempenho do carro, dentre elas o consumo médio de combustível. Um veículo, de um determinado modelo, pode vir munido de um dos dois tipos de computadores de bordo:- **Tipo A:** informa a quantidade $X$ de litro de combustível gasto para percorrer 100 quilômetros- **Tipo B:** informa a quantidade de quilômetro que o veículo é capaz de percorrer com um litro de combustível.Um veículo utiliza o computador do Tipo A, e ao final de uma viagem o condutor viu apresentada na tela a informação ""$X/100$"".Caso o seu veículo utilizasse o computador do Tipo B, o valor informado na tela seria obtido pela operação",A) X * 100 B) X / 100 C) 100 / X D) 1 / X E) 1 * X,C,verde
205,2020,149,"A Lei de Zipf, batizada com o nome do linguista americano George Zipf, é uma lei empírica que relaciona a frequência ($f$) de uma palavra em um dado texto com o seu ranking ($r$). Ela é dada por$$f = \frac{A}{r^B}$$O ranking da palavra é a sua posição ao ordenar as palavras por ordem de frequência. Ou seja, $r = 1$ para a palavra mais frequente, $r = 2$ para a segunda palavra mais frequente e assim sucessivamente. $A$ e $B$ são constantes positivas.Disponível em: http://klein.sbm.org.br. Acesso em: 12 ago. 2020 (adaptado).Com base nos valores de $X = \log(r)$ e $Y = \log(f)$, é possível estimar valores para $A$ e $B$.No caso hipotético em que a lei é verificada exatamente, a relação entre $Y$ e $X$ é",A) Y = log(A) - B * X B) Y = log(A) / (X + log(B)) C) Y = log(A) / B - X D) Y = log(A) / (B * X) E) Y = log(A) / X^B,A,verde
206,2020,157,"Amigo secreto é uma brincadeira tradicional nas festas de fim de ano. Um grupo de amigos se reúne e cada um deles sorteia o nome da pessoa que irá presentear. No dia da troca de presentes, uma primeira pessoa presenteia seu amigo secreto. Em seguida, o presenteado revela seu amigo secreto e o presenteia. A brincadeira continua até que todos sejam presenteados, mesmo no caso em que o ciclo se fecha. Dez funcionários de uma empresa, entre eles um casal, participarão de um amigo secreto. A primeira pessoa a revelar será definida por sorteio.Qual é a probabilidade de que a primeira pessoa a revelar o seu amigo secreto e a última presenteada sejam as duas pessoas do casal?",a) 1/5b) 1/45c) 1/50d) 1/90e) 1/100,B,verde
207,2020,160,"Um motociclista planeja realizar uma viagem cujo destino fica a 500 km de sua casa. Sua moto consome 5 litros de gasolina para cada 100 km rodados, e o tanque da moto tem capacidade para 22 litros. Pelo mapa, observou que no trajeto da viagem o último posto disponível para reabastecimento, chamado Estrela, fica a 80 km do seu destino. Ele pretende partir com o tanque da moto cheio e planeja fazer somente duas paradas para reabastecimento, uma na ida e outra na volta, ambas no posto Estrela. No reabastecimento para a viagem de ida, deve considerar também combustível suficiente para se deslocar por 200 km no seu destino.A quantidade mínima de combustível, em litro, que esse motociclista deve reabastecer no posto Estrela na viagem de ida, que seja suficiente para fazer o segundo reabastecimento, é",a) 13.b) 14.c) 17.d) 18.e) 21.,C,verde
208,2020,161,"Uma loja de materiais de construção vende dois tipos de caixas-d'água: tipo A e tipo B. Ambas têm formato cilíndrico e possuem o mesmo volume, e a altura da caixa-d'água do tipo B é igual a 25% da altura da caixa-d'água do tipo A.Se $R$ denota o raio da caixa-d'água do tipo A, então o raio da caixa-d'água do tipo B é",a) R/2b) 2Rc) 4Rd) 5R.e) 16R.,B,verde
209,2020,163,"Nos livrosHarry Potter, um anagrama do nome do personagem “TOM MARVOLO RIDDLE” gerou a frase “I AM LORD VOLDEMORT”.Suponha que Harry quisesse formar todos os anagramas da frase “I AM POTTER”, de tal forma que as vogais e consoantes aparecessem sempre intercaladas, e sem considerar o espaçamento entre as letras.Nessas condições, o número de anagramas formados é dado por",A) 9! B) 4! * 5! C) 2 * 4! * 5! D) 9! / 2 E) (4! * 5!) / 2,E,verde
210,2020,165,"O técnico de um time de basquete pretende aumentar a estatura média de sua equipe de $1,93\text{ m}$ para, no mínimo, $1,99\text{ m}$. Para tanto, dentre os 15 jogadores que fazem parte de sua equipe, irá substituir os quatro mais baixos, de estaturas: $1,78\text{ m}$, $1,82\text{ m}$, $1,84\text{ m}$ e $1,86\text{ m}$. Para isso, o técnico contratou um novo jogador de $2,02\text{ m}$. Os outros três jogadores que ele ainda precisa contratar devem satisfazer à sua necessidade de aumentar a média das estaturas da equipe. Ele fixará a média das estaturas para os três jogadores que ainda precisa contratar dentro do critério inicialmente estabelecido.Qual deverá ser a média mínima das estaturas, em metro, que ele deverá fixar para o grupo de três novos jogadores que ainda irá contratar?","a) 1,96b) 1,98c) 2,05d) 2,06e) 2,08",D,verde
211,2020,169,"Um grupo sanguíneo, ou tipo sanguíneo, baseia-se na presença ou ausência de dois antígenos, A e B, na superfície das células vermelhas do sangue. Como dois antígenos estão envolvidos, os quatro tipos sanguíneos distintos são:- Tipo A: apenas o antígeno A está presente;- Tipo B: apenas o antígeno B está presente;- Tipo AB: ambos os antígenos estão presentes;- Tipo O: nenhum dos antígenos está presente.Disponível em: http://saude.hsw.uol.com.br. Acesso em: 15 abr. 2012 (adaptado).Foram coletadas amostras de sangue de 200 pessoas e, após análise laboratorial, foi identificado que em 100 amostras está presente o antígeno A, em 110 amostras há presença do antígeno B e em 20 amostras nenhum dos antígenos está presente.Dessas pessoas que foram submetidas à coleta de sangue, o número das que possuem o tipo sanguíneo A é igual a",a) 30.b) 60.c) 70.d) 90.e) 100.,C,verde
212,2020,170,"Antônio, Joaquim e José são sócios de uma empresa cujo capital é dividido, entre os três, em partes proporcionais a: 4, 6 e 6, respectivamente. Com a intenção de igualar a participação dos três sócios no capital da empresa, Antônio pretende adquirir uma fração do capital de cada um dos outros dois sócios.A fração do capital de cada sócio que Antônio deverá adquirir é",a) 1/2b) 1/3c) 1/9d) 2/3e) 4/3,C,verde
213,2020,178,"Suponha que uma equipe de corrida de automóveis disponha de cinco tipos de pneu (I, II, III, IV, V), em que o fator de eficiência climática EC (índice que fornece o comportamento do pneu em uso, dependendo do clima) é apresentado:- EC do pneu I: com chuva 6, sem chuva 3;- EC do pneu II: com chuva 7, sem chuva –4;- EC do pneu III: com chuva –2, sem chuva 10;- EC do pneu IV: com chuva 2, sem chuva 8;- EC do pneu V: com chuva –6, sem chuva 7.O coeficiente de rendimento climático (CRC) de um pneu é calculado como a soma dos produtos dos fatores de EC, com ou sem chuva, pelas correspondentes probabilidades de se ter tais condições climáticas: ele é utilizado para determinar qual pneu deve ser selecionado para uma dada corrida, escolhendo-se o pneu que apresentar o maior CRC naquele dia. No dia de certa corrida, a probabilidade de chover era de 70% e o chefe da equipe calculou o CRC de cada um dos cinco tipos de pneu.O pneu escolhido foi",a) I.b) II.c) III.d) IV.e) V.,A,verde
214,2020,179,"Um pé de eucalipto em idade adequada para o corte rende, em média, 20 mil folhas de papel A4. A densidade superficial do papel A4, medida pela razão da massa de uma folha desse papel por sua área, é de 75 gramas por metro quadrado, e a área de uma folha de A4 é 0,062 metro quadrado.Disponível em: http://revistagalileu.globo.com. Acesso em: 28 fev. 2013 (adaptado).Nessas condições, quantos quilogramas de papel rende, em média, um pé de eucalipto?",a) 4.301b) 1.500c) 930d) 267e) 93,E,verde
215,2021,142,"O proprietário de um apartamento decidiu instalar porcelanato no piso da sala. Essa sala tem formato retangular com $3,2 \text{ m}$ de largura e $3,6 \text{ m}$ de comprimento. As peças do porcelanato têm formato de um quadrado com lado medindo $80 \text{ cm}$. Esse porcelanato é vendido em dois tipos de caixas, com os preços indicados a seguir.- Caixas do tipo A: $4$ unidades de piso, $R\$ \, 35,00$;- Caixas do tipo B: $3$ unidades de piso, $R\$ \, 27,00$.Na instalação do porcelanato, as peças podem ser recortadas e devem ser assentadas sem espaçamento entre elas, aproveitando-se ao máximo os recortes feitos.A compra que atende às necessidades do proprietário, proporciona a menor sobra de pisos e resulta no menor preço é",a) 2.b) 4.c) 6.d) 9.e) 10.,B,verde
